milliseconds, deg_Centigrade, pascals, meters
799627,26,101573,0
800223,26,101574,-1
800820,26,101564,0
801416,26,101575,-1
802013,26,101568,-1
802610,26,101567,-1
803207,26,101572,-1
803804,26,101569,-1
804401,26,101569,0
804997,26,101571,-1
805594,26,101574,-1
806191,26,101570,-1
806788,26,101574,0
807384,26,101574,-1
807981,26,101565,-1
808578,26,101564,-1
809175,26,101563,0
809771,26,101562,-1
810368,26,101566,-1
810964,26,101569,-1
811561,26,101572,0
812157,26,101567,-1
812754,26,101569,0
813350,26,101579,-1
813947,26,101572,0
814543,26,101569,0
815139,26,101556,0
815735,26,101573,0
816331,26,101569,-1
816928,26,101568,-1
817525,26,101567,0
818121,26,101562,-1
818718,26,101568,-1
819315,26,101563,0
819911,26,101565,0
820507,26,101576,-1
821104,26,101561,-1
821701,26,101569,-1
822298,26,101566,0
822894,26,101572,-1
823491,26,101564,-1
824088,26,101567,-1
824685,26,101569,-1
825282,26,101569,-1
825879,26,101575,-1
826476,26,101573,-1
827073,26,101576,-1
827670,26,101570,-1
828267,26,101572,-1
828864,26,101566,-1
829461,26,101569,0
830057,26,101566,0
830653,26,101571,-1
831250,26,101574,-1
831847,26,101572,-1
832444,26,101566,-1
833041,26,101564,0
833637,26,101569,-1
834234,26,101570,-1
834831,26,101570,0
835427,26,101573,-1
836024,26,101564,-1
836621,26,101570,-1
837218,26,101567,0
837814,26,101570,-1
838411,26,101571,-1
839008,26,101563,0
839604,26,101566,0
840200,26,101566,-1
840797,26,101565,-1
841394,26,101565,0
841990,26,101568,-1
842587,26,101569,-1
843184,26,101570,0
843780,26,101569,-1
844377,26,101568,-1
844974,26,101568,-1
845571,26,101567,0
846167,26,101568,0
846763,26,101569,0
847358,26,101573,0
847954,26,101563,0
848550,26,101574,-1
849147,26,101566,-1
849744,26,101576,-1
850341,26,101563,-1
850938,26,101571,-1
851535,26,101564,0
852131,26,101567,-1
852728,26,101563,-1
853325,26,101564,-1
853922,26,101566,-1
854519,26,101566,0
855115,26,101561,-1
855712,26,101566,0
856308,26,101575,-1
856905,26,101563,-1
857502,26,101569,-1
858099,26,101572,-1
858696,26,101564,0
859292,26,101574,-1
859889,26,101569,0
860485,26,101564,-1
861082,26,101574,-1
861679,26,101575,-1
862276,26,101575,-1
862873,26,101570,-1
863470,26,101562,-1
864067,26,101573,-1
864664,26,101567,-1
865261,26,101560,-1
865858,26,101572,0
866454,26,101570,0
867050,26,101566,-1
867647,26,101565,0
868243,26,101562,0
868839,26,101571,-1
869436,26,101563,0
870032,26,101567,-1
870629,26,101565,-1
871226,26,101568,-1
871823,26,101566,-1
872420,26,101565,-1
873017,26,101569,-1
873614,26,101568,-1
874211,26,101571,-1
874808,26,101571,0
875404,26,101568,0
876000,26,101567,0
876596,26,101565,0
877192,26,101569,0
877788,26,101569,-1
878385,26,101565,0
878981,26,101569,-1
879578,26,101565,0
880174,26,101569,0
880770,26,101565,0
881366,26,101567,0
881961,26,101562,0
882557,26,101570,-1
883154,26,101565,-1
883751,26,101565,-1
884348,26,101571,-1
884945,26,101567,-1
885542,26,101573,-1
886139,26,101574,-1
886736,26,101568,-1
887333,26,101565,0
887929,26,101566,-1
888526,26,101565,-1
889123,26,101565,0
889719,26,101565,0
890315,26,101567,0
890911,26,101568,-1
891508,26,101565,0
892104,26,101567,-1
892701,26,101569,0
893297,26,101571,0
893893,26,101565,0
894489,26,101569,-1
895086,26,101561,0
895682,26,101563,0
896278,26,101566,-1
896875,26,101569,0
897471,26,101567,-1
898068,26,101564,0
898664,26,101567,0
899260,26,101565,-1
899857,26,101562,0
900453,26,101564,0
901049,26,101566,0
901645,26,101568,0
902241,26,101570,-1
902838,26,101566,0
903434,26,101563,0
904030,26,101569,0
904626,26,101567,-1
905223,26,101569,-1
905820,26,101567,-1
906417,26,101569,0
907013,26,101560,0
907609,26,101563,0
908205,26,101562,0
908801,26,101563,0
909396,26,101564,0
909992,26,101562,0
910588,26,101569,-1
911185,26,101562,0
911781,26,101562,-1
912378,26,101564,-1
912975,26,101567,-1
913572,26,101569,-1
914169,26,101564,-1
914766,26,101567,-1
915363,26,101569,0
915959,26,101569,0
916555,26,101567,0
917151,26,101568,-1
917748,26,101569,0
918344,26,101567,0
918940,26,101563,-1
919537,26,101569,0
920133,26,101568,0
920729,26,101568,-1
921326,26,101569,-1
921923,26,101564,0
922519,26,101564,0
923115,26,101568,0
923711,26,101564,-1
924308,26,101564,0
924904,26,101561,-1
925501,26,101559,0
926097,26,101557,0
926693,26,101562,0
927289,26,101569,0
927885,26,101564,0
928481,26,101564,0
929077,26,101563,-1
929674,26,101565,0
930270,26,101563,0
930866,26,101563,0
931462,26,101562,0
932058,26,101565,0
932654,26,101559,0
933250,26,101561,0
933846,26,101566,0
934441,26,101562,-1
935038,26,101562,0
935634,26,101564,0
936230,26,101562,-1
936827,26,101569,0
937423,26,101559,-1
938020,26,101566,0
938616,26,101566,0
939212,26,101562,-1
939809,26,101560,0
940405,26,101565,0
941001,26,101565,0
941597,26,101566,0
942193,26,101559,0
942789,26,101561,0
943385,26,101567,0
943981,26,101562,0
944577,26,101559,0
945173,26,101562,0
945769,26,101560,0
946365,26,101565,0
946961,26,101561,0
947557,26,101558,0
948153,26,101561,-1
948750,26,101561,0
949346,26,101558,0
949942,26,101556,-1
950539,26,101561,0
951135,26,101554,-1
951732,26,101563,0
